image_width,image_height,filter_size,filter_type,version,device_name,block_width,block_height,repeat_count,estimated_operations,cpu_time_ms,cpu_min_time_ms,cpu_max_time_ms,cpu_stddev_time_ms,gpu_kernel_time_ms,gpu_kernel_min_time_ms,gpu_kernel_max_time_ms,gpu_kernel_stddev_time_ms,gpu_total_time_ms,gpu_total_min_time_ms,gpu_total_max_time_ms,gpu_total_stddev_time_ms,gpu_allocation_time_ms,gpu_host_to_device_time_ms,gpu_device_to_host_time_ms,gpu_free_time_ms,kernel_speedup,total_speedup,cpu_gflops,gpu_kernel_gflops,max_abs_error,mean_abs_error,passed
512,512,3,gaussian,cuda_shared_constant_filter,"NVIDIA GeForce RTX 4070 Laptop GPU",32,16,5,4718592,2.206300,2.179400,2.284500,0.039388,0.027027,0.014336,0.076768,0.024874,0.956427,0.943736,1.006168,0.024874,0.147700,0.317900,0.132200,0.331600,81.632575,2.306814,2.138690,174.586782,0.000000,0.000000,true
512,512,3,gaussian,cuda_multi_output,"NVIDIA GeForce RTX 4070 Laptop GPU",32,16,5,4718592,2.206300,2.179400,2.284500,0.039388,0.019034,0.012288,0.040896,0.010958,0.905334,0.898588,0.927196,0.010958,0.147400,0.347300,0.158600,0.233000,115.916065,2.437002,2.138690,247.908543,0.000000,0.000000,true
512,512,3,gaussian,cuda_register_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",32,16,5,4718592,2.206300,2.179400,2.284500,0.039388,0.018675,0.011264,0.043264,0.012317,0.864775,0.857364,0.889364,0.012317,0.114000,0.288700,0.144700,0.298700,118.140633,2.551299,2.138690,252.666204,0.000000,0.000000,true
512,512,3,gaussian,cuda_separable,"NVIDIA GeForce RTX 4070 Laptop GPU",32,16,5,3145728,2.206300,2.179400,2.284500,0.039388,0.031533,0.017408,0.083936,0.026218,1.011333,0.997208,1.063736,0.026218,0.142900,0.348000,0.152400,0.336500,69.968415,2.181577,1.425793,99.760505,0.000000,0.000000,true
512,512,3,sharpen,cuda_naive_global_memory,"NVIDIA GeForce RTX 4070 Laptop GPU",8,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.031539,0.015360,0.043008,0.013231,1.063839,1.047660,1.075308,0.013231,0.195200,0.451200,0.137400,0.248500,70.206601,2.081386,2.131002,149.610392,0.000001,0.000000,true
512,512,3,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",8,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.021299,0.015360,0.035840,0.007452,1.245699,1.239760,1.260240,0.007452,0.141900,0.443000,0.185300,0.454200,103.959772,1.777524,2.131002,221.538460,0.000001,0.000000,true
512,512,3,sharpen,cuda_shared_constant_filter,"NVIDIA GeForce RTX 4070 Laptop GPU",8,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.028461,0.017408,0.067584,0.019586,0.885561,0.874508,0.924684,0.019586,0.167400,0.303500,0.137400,0.248800,77.800342,2.500404,2.131002,165.792668,0.000001,0.000000,true
512,512,3,sharpen,cuda_multi_output,"NVIDIA GeForce RTX 4070 Laptop GPU",8,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.023110,0.015360,0.052224,0.014563,1.240010,1.232260,1.269124,0.014563,0.137600,0.417100,0.176200,0.486000,95.812276,1.785679,2.131002,204.176131,0.000001,0.000000,true
512,512,3,sharpen,cuda_register_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",8,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.018432,0.013312,0.035840,0.008737,1.130232,1.125112,1.147640,0.008737,0.170700,0.323900,0.248700,0.368500,120.131293,1.959120,2.131002,255.999999,0.000001,0.000000,true
512,512,3,sharpen,cuda_naive_global_memory,"NVIDIA GeForce RTX 4070 Laptop GPU",16,16,5,4718592,2.214260,2.175500,2.315200,0.051136,0.015482,0.014112,0.018432,0.001550,1.531382,1.530012,1.534332,0.001550,0.211000,0.835100,0.135000,0.334800,143.025267,1.445923,2.131002,304.787099,0.000001,0.000000,true
